Id	Scope	Ref_Name
cat	I	Catalan
cav	I	Cavineña
caw	I	Callawalla
cax	I	Chiquitano
cay	I	Cayuga
caz	I	Canichana
cbb	I	Cabiyarí
cbc	I	Carapana
cbd	I	Carijona
cbg	I	Chimila
cbi	I	Chachi
cbj	I	Ede Cabe
cbk	I	Chavacano
cbl	I	Bualkhaw Chin
cbn	I	Nyahkur
cbo	I	Izora
cbq	I	Tsucuba
cbr	I	Cashibo-Cacataibo
cbs	I	Cashinahua
cbt	I	Chayahuita
cbu	I	Candoshi-Shapra
cbv	I	Cacua
cbw	I	Kinabalian
cby	I	Carabayo
ccc	I	Chamicuro
ccd	I	Cafundo Creole
cce	I	Chopi
ccg	I	Samba Daka
cch	I	Atsam
ccj	I	Kasanga
ccl	I	Cutchi-Swahili
ccm	I	Malaccan Creole Malay
cco	I	Comaltepec Chinantec
ccp	I	Chakma
ccr	I	Cacaopera
cda	I	Choni
cde	I	Chenchu
cdf	I	Chiru
cdh	I	Chambeali
cdi	I	Chodri
cdj	I	Churahi
cdm	I	Chepang
cdn	I	Chaudangsi
cdo	I	Min Dong Chinese
cdr	I	Cinda-Regi-Tiyal
cds	I	Chadian Sign Language
cdy	I	Chadong
cdz	I	Koda
cea	I	Lower Chehalis
ceb	I	Cebuano
ceg	I	Chamacoco
cek	I	Eastern Khumi Chin
cen	I	Cen
ces	I	Czech
cet	I	Centúúm
cey	I	Ekai Chin
cfa	I	Dijim-Bwilim
cfd	I	Cara
cfg	I	Como Karim
cfm	I	Falam Chin
cga	I	Changriwa
cgc	I	Kagayanen
cgg	I	Chiga
cgk	I	Chocangacakha
cha	I	Chamorro
chb	I	Chibcha
chc	I	Catawba
chd	I	Highland Oaxaca Chontal
che	I	Chechen
chf	I	Tabasco Chontal
chg	I	Chagatai
chh	I	Chinook
chj	I	Ojitlán Chinantec
chk	I	Chuukese
chl	I	Cahuilla
chm	M	Mari (Russia)
chn	I	Chinook jargon
cho	I	Choctaw
chp	I	Chipewyan
chq	I	Quiotepec Chinantec
chr	I	Cherokee
cht	I	Cholón
chu	I	Church Slavic
chv	I	Chuvash
chw	I	Chuwabu
chx	I	Chantyal
chy	I	Cheyenne
chz	I	Ozumacín Chinantec
cia	I	Cia-Cia
cib	I	Ci Gbe
cic	I	Chickasaw
cid	I	Chimariko
cie	I	Cineni
cih	I	Chinali
cik	I	Chitkuli Kinnauri
cim	I	Cimbrian
cin	I	Cinta Larga
cip	I	Chiapanec
cir	I	Tiri
ciw	I	Chippewa
ciy	I	Chaima
cja	I	Western Cham
cje	I	Chru
cjh	I	Upper Chehalis
cji	I	Chamalal
cjk	I	Chokwe
cjm	I	Eastern Cham
cjn	I	Chenapian
cjo	I	Ashéninka Pajonal
cjp	I	Cabécar
cjs	I	Shor
cjv	I	Chuave
cjy	I	Jinyu Chinese
ckb	I	Central Kurdish
ckh	I	Chak
ckl	I	Cibak
ckm	I	Chakavian
ckn	I	Kaang Chin
cko	I	Anufo
ckq	I	Kajakse
ckr	I	Kairak
cks	I	Tayo
ckt	I	Chukot
cku	I	Koasati
ckv	I	Kavalan
ckx	I	Caka
cky	I	Cakfem-Mushere
ckz	I	Cakchiquel-Quiché Mixed Language
cla	I	Ron
clc	I	Chilcotin
cld	I	Chaldean Neo-Aramaic
cle	I	Lealao Chinantec
clh	I	Chilisso
cli	I	Chakali
clj	I	Laitu Chin
clk	I	Idu-Mishmi
cll	I	Chala
clm	I	Klallam
clo	I	Lowland Oaxaca Chontal
cls	I	Classical Sanskrit
clt	I	Lautu Chin
clu	I	Caluyanun
clw	I	Chulym
cly	I	Eastern Highland Chatino
cma	I	Maa
cme	I	Cerma
cmg	I	Classical Mongolian
cmi	I	Emberá-Chamí
cml	I	Campalagian
cmm	I	Michigamea
cmn	I	Mandarin Chinese
cmo	I	Central Mnong
cmr	I	Mro-Khimi Chin
cms	I	Messapic
cmt	I	Camtho
cna	I	Changthang
cnb	I	Chinbon Chin
cnc	I	Côông
cng	I	Northern Qiang
cnh	I	Hakha Chin
cni	I	Asháninka
cnk	I	Khumi Chin
cnl	I	Lalana Chinantec
cno	I	Con
cnp	I	Northern Ping Chinese
cnq	I	Chung
cnr	I	Montenegrin
cns	I	Central Asmat
cnt	I	Tepetotutla Chinantec
cnu	I	Chenoua
cnw	I	Ngawn Chin
cnx	I	Middle Cornish
coa	I	Cocos Islands Malay
cob	I	Chicomuceltec
coc	I	Cocopa
cod	I	Cocama-Cocamilla
coe	I	Koreguaje
cof	I	Colorado
cog	I	Chong
coh	I	Chonyi-Dzihana-Kauma
coj	I	Cochimi
cok	I	Santa Teresa Cora
col	I	Columbia-Wenatchi
com	I	Comanche
con	I	Cofán
coo	I	Comox
cop	I	Coptic
coq	I	Coquille
cor	I	Cornish
cos	I	Corsican
cot	I	Caquinte
cou	I	Wamey
cov	I	Cao Miao
cow	I	Cowlitz
cox	I	Nanti
coz	I	Chochotec
cpa	I	Palantla Chinantec
cpb	I	Ucayali-Yurúa Ashéninka
cpc	I	Ajyíninka Apurucayali
cpg	I	Cappadocian Greek
cpi	I	Chinese Pidgin English
cpn	I	Cherepon
cpo	I	Kpeego
cps	I	Capiznon
cpu	I	Pichis Ashéninka
cpx	I	Pu-Xian Chinese
cpy	I	South Ucayali Ashéninka
cqd	I	Chuanqiandian Cluster Miao
cra	I	Chara
crb	I	Island Carib
crc	I	Lonwolwol
crd	I	Coeur d'Alene
cre	M	Cree
crf	I	Caramanta
crg	I	Michif
crh	I	Crimean Tatar
cri	I	Sãotomense
crj	I	Southern East Cree
crk	I	Plains Cree
crl	I	Northern East Cree
crm	I	Moose Cree
crn	I	El Nayar Cora
cro	I	Crow
crq	I	Iyo'wujwa Chorote
crr	I	Carolina Algonquian
crs	I	Seselwa Creole French
crt	I	Iyojwa'ja Chorote
crv	I	Chaura
crw	I	Chrau
crx	I	Carrier
cry	I	Cori
crz	I	Cruzeño
csa	I	Chiltepec Chinantec
csb	I	Kashubian
csc	I	Catalan Sign Language
csd	I	Chiangmai Sign Language
cse	I	Czech Sign Language
csf	I	Cuba Sign Language
csg	I	Chilean Sign Language
csh	I	Asho Chin
csi	I	Coast Miwok
csj	I	Songlai Chin
csk	I	Jola-Kasa
csl	I	Chinese Sign Language
csm	I	Central Sierra Miwok
csn	I	Colombian Sign Language
cso	I	Sochiapam Chinantec
csp	I	Southern Ping Chinese
csq	I	Croatia Sign Language
csr	I	Costa Rican Sign Language
css	I	Southern Ohlone
cst	I	Northern Ohlone
csv	I	Sumtu Chin
csw	I	Swampy Cree
csx	I	Cambodian Sign Language
csy	I	Siyin Chin
csz	I	Coos
cta	I	Tataltepec Chatino
ctc	I	Chetco
ctd	I	Tedim Chin
cte	I	Tepinapa Chinantec
ctg	I	Chittagonian
cth	I	Thaiphum Chin
ctl	I	Tlacoatzintepec Chinantec
ctm	I	Chitimacha
ctn	I	Chhintange
cto	I	Emberá-Catío
ctp	I	Western Highland Chatino
cts	I	Northern Catanduanes Bikol
ctt	I	Wayanad Chetti
ctu	I	Chol
cty	I	Moundadan Chetty
ctz	I	Zacatepec Chatino
cua	I	Cua
cub	I	Cubeo
cuc	I	Usila Chinantec
cuh	I	Chuka
cui	I	Cuiba
cuj	I	Mashco Piro
cuk	I	San Blas Kuna
cul	I	Culina
cuo	I	Cumanagoto
cup	I	Cupeño
cuq	I	Cun
cur	I	Chhulung
cut	I	Teutila Cuicatec
cuu	I	Tai Ya
cuv	I	Cuvok
cuw	I	Chukwa
cux	I	Tepeuxila Cuicatec
cuy	I	Cuitlatec
cvg	I	Chug
cvn	I	Valle Nacional Chinantec
cwa	I	Kabwa
cwb	I	Maindo
cwd	I	Woods Cree
cwe	I	Kwere
cwg	I	Chewong
cwt	I	Kuwaataay
cxh	I	Cha'ari
cya	I	Nopala Chatino
cyb	I	Cayubaba
cym	I	Welsh
cyo	I	Cuyonon
czh	I	Huizhou Chinese
czk	I	Knaanic
czn	I	Zenzontepec Chatino
czo	I	Min Zhong Chinese
czt	I	Zotung Chin
daa	I	Dangaléat
dac	I	Dambi
dad	I	Marik
dae	I	Duupa
dag	I	Dagbani
dah	I	Gwahatike
dai	I	Day
daj	I	Dar Fur Daju
dak	I	Dakota
dal	I	Dahalo
dam	I	Damakawa
dan	I	Danish
dao	I	Daai Chin
daq	I	Dandami Maria
dar	I	Dargwa
das	I	Daho-Doo
dau	I	Dar Sila Daju
dav	I	Taita
daw	I	Davawenyo
dax	I	Dayi
daz	I	Moi-Wadea
dba	I	Bangime
dbb	I	Deno
dbd	I	Dadiya
dbe	I	Dabe
dbf	I	Edopi
dbg	I	Dogul Dom Dogon
dbi	I	Doka
dbj	I	Ida'an
dbl	I	Dyirbal
dbm	I	Duguri
dbn	I	Duriankere
dbo	I	Dulbu
dbp	I	Duwai
dbq	I	Daba
dbr	I	Dabarre
dbt	I	Ben Tey Dogon
dbu	I	Bondum Dom Dogon
dbv	I	Dungu
dbw	I	Bankan Tey Dogon
dby	I	Dibiyaso
dcc	I	Deccan
dcr	I	Negerhollands
dda	I	Dadi Dadi
ddd	I	Dongotono
dde	I	Doondo
ddg	I	Fataluku
ddi	I	West Goodenough
ddj	I	Jaru
ddn	I	Dendi (Benin)
ddo	I	Dido
ddr	I	Dhudhuroa
dds	I	Donno So Dogon
ddw	I	Dawera-Daweloor
dec	I	Dagik
ded	I	Dedua
dee	I	Dewoin
def	I	Dezfuli
deg	I	Degema
deh	I	Dehwari
dei	I	Demisa
del	M	Delaware
dem	I	Dem
den	M	Slave (Athapascan)
dep	I	Pidgin Delaware
deq	I	Dendi (Central African Republic)
der	I	Deori
des	I	Desano
deu	I	German
dev	I	Domung
dez	I	Dengese
dga	I	Southern Dagaare
dgb	I	Bunoge Dogon
dgc	I	Casiguran Dumagat Agta
dgd	I	Dagaari Dioula
dge	I	Degenan
dgg	I	Doga
dgh	I	Dghwede
dgi	I	Northern Dagara
dgk	I	Dagba
dgl	I	Andaandi
dgn	I	Dagoman
dgo	I	Dogri (individual language)
dgr	I	Tlicho
dgs	I	Dogoso
dgt	I	Ndra'ngith
dgw	I	Daungwurrung
dgx	I	Doghoro
dgz	I	Daga
dhd	I	Dhundari
dhg	I	Dhangu-Djangu
dhi	I	Dhimal
dhl	I	Dhalandji
dhm	I	Zemba
dhn	I	Dhanki
dho	I	Dhodia
dhr	I	Dhargari
dhs	I	Dhaiso
dhu	I	Dhurga
dhv	I	Dehu
dhw	I	Dhanwar (Nepal)
dhx	I	Dhungaloo
dia	I	Dia
dib	I	South Central Dinka
dic	I	Lakota Dida
did	I	Didinga
dif	I	Dieri
dig	I	Digo
dih	I	Kumiai
dii	I	Dimbong
dij	I	Dai
dik	I	Southwestern Dinka
dil	I	Dilling
dim	I	Dime
din	M	Dinka
dio	I	Dibo
dip	I	Northeastern Dinka
diq	I	Dimli (individual language)
dir	I	Dirim
dis	I	Dimasa
diu	I	Diriku
div	I	Divehi
diw	I	Northwestern Dinka
dix	I	Dixon Reef
diy	I	Diuwe
diz	I	Ding
dja	I	Djadjawurrung
djb	I	Djinba
djc	I	Dar Daju Daju
djd	I	Djamindjung
dje	I	Zarma
djf	I	Djangun
dji	I	Djinang
djj	I	Djeebbana
djk	I	Eastern Maroon Creole
djm	I	Jamsay Dogon
djn	I	Jawoyn
djo	I	Jangkang
djr	I	Djambarrpuyngu
dju	I	Kapriman
djw	I	Djawi
dka	I	Dakpakha
dkg	I	Kadung
dkk	I	Dakka
dkr	I	Kuijau
dks	I	Southeastern Dinka
dkx	I	Mazagway
dlg	I	Dolgan
dlk	I	Dahalik
dlm	I	Dalmatian
dln	I	Darlong
dma	I	Duma
dmb	I	Mombo Dogon
dmc	I	Gavak
dmd	I	Madhi Madhi
dme	I	Dugwor
dmf	I	Medefaidrin
dmg	I	Upper Kinabatangan
dmk	I	Domaaki
dml	I	Dameli
dmm	I	Dama
dmo	I	Kemedzung
dmr	I	East Damar
dms	I	Dampelas
dmu	I	Dubu
dmv	I	Dumpas
dmw	I	Mudburra
dmx	I	Dema
dmy	I	Demta
dna	I	Upper Grand Valley Dani
dnd	I	Daonda
dne	I	Ndendeule
dng	I	Dungan
dni	I	Lower Grand Valley Dani
dnj	I	Dan
dnk	I	Dengka
dnn	I	Dzùùngoo
dno	I	Ndrulo
dnr	I	Danaru
dnt	I	Mid Grand Valley Dani
dnu	I	Danau
dnv	I	Danu
dnw	I	Western Dani
dny	I	Dení
doa	I	Dom
dob	I	Dobu
doc	I	Northern Dong
doe	I	Doe
dof	I	Domu
doh	I	Dong
doi	M	Dogri (macrolanguage)
dok	I	Dondo
dol	I	Doso
don	I	Toura (Papua New Guinea)
doo	I	Dongo
dop	I	Lukpa
doq	I	Dominican Sign Language
dor	I	Dori'o
dos	I	Dogosé
dot	I	Dass
dov	I	Dombe
dow	I	Doyayo
dox	I	Bussa
doy	I	Dompo
doz	I	Dorze
dpp	I	Papar
drb	I	Dair
drc	I	Minderico
drd	I	Darmiya
dre	I	Dolpo
drg	I	Rungus
dri	I	C'Lela
drl	I	Paakantyi
drn	I	West Damar
dro	I	Daro-Matu Melanau
drq	I	Dura
drs	I	Gedeo
drt	I	Drents
dru	I	Rukai
dry	I	Darai
dsb	I	Lower Sorbian
dse	I	Dutch Sign Language
dsh	I	Daasanach
dsi	I	Disa
dsk	I	Dokshi
dsl	I	Danish Sign Language
dsn	I	Dusner
dso	I	Desiya
dsq	I	Tadaksahak
dsz	I	Mardin Sign Language
dta	I	Daur
dtb	I	Labuk-Kinabatangan Kadazan
dtd	I	Ditidaht
dth	I	Adithinngithigh
dti	I	Ana Tinga Dogon
dtk	I	Tene Kan Dogon
dtm	I	Tomo Kan Dogon
dtn	I	Daatsʼíin
dto	I	Tommo So Dogon
dtp	I	Kadazan Dusun
dtr	I	Lotud
dts	I	Toro So Dogon
dtt	I	Toro Tegu Dogon
dtu	I	Tebul Ure Dogon
dty	I	Dotyali
dua	I	Duala
dub	I	Dubli
duc	I	Duna
due	I	Umiray Dumaget Agta
duf	I	Dumbea
dug	I	Duruma
duh	I	Dungra Bhil
dui	I	Dumun
duk	I	Uyajitaya
dul	I	Alabat Island Agta
dum	I	Middle Dutch (ca. 1050-1350)
dun	I	Dusun Deyah
duo	I	Dupaninan Agta
dup	I	Duano
duq	I	Dusun Malang
dur	I	Dii
dus	I	Dumi
duu	I	Drung
duv	I	Duvle
duw	I	Dusun Witu
dux	I	Duungooma
duy	I	Dicamay Agta
duz	I	Duli-Gey
dva	I	Duau
dwa	I	Diri
dwk	I	Dawik Kui
dwr	I	Dawro
dws	I	Dutton World Speedwords
dwu	I	Dhuwal
dww	I	Dawawa
dwy	I	Dhuwaya
dwz	I	Dewas Rai
dya	I	Dyan
dyb	I	Dyaberdyaber
dyd	I	Dyugun
dyg	I	Villa Viciosa Agta
dyi	I	Djimini Senoufo
dym	I	Yanda Dom Dogon
dyn	I	Dyangadi
dyo	I	Jola-Fonyi
dyr	I	Dyarim
dyu	I	Dyula
dyy	I	Djabugay
dza	I	Tunzu
dzd	I	Daza
dze	I	Djiwarli
dzg	I	Dazaga
dzl	I	Dzalakha
dzn	I	Dzando
dzo	I	Dzongkha
eaa	I	Karenggapa
ebc	I	Beginci
ebg	I	Ebughu
ebk	I	Eastern Bontok
ebo	I	Teke-Ebo
ebr	I	Ebrié
ebu	I	Embu
ecr	I	Eteocretan
ecs	I	Ecuadorian Sign Language
ecy	I	Eteocypriot
eee	I	E
efa	I	Efai
efe	I	Efe
efi	I	Efik
ega	I	Ega
egl	I	Emilian
egm	I	Benamanga
ego	I	Eggon
egy	I	Egyptian (Ancient)
ehs	I	Miyakubo Sign Language
ehu	I	Ehueun
eip	I	Eipomek
eit	I	Eitiep
eiv	I	Askopan
eja	I	Ejamat
eka	I	Ekajuk
eke	I	Ekit
ekg	I	Ekari
eki	I	Eki
ekk	I	Standard Estonian
ekl	I	Kol (Bangladesh)
ekm	I	Elip
eko	I	Koti
ekp	I	Ekpeye
ekr	I	Yace
eky	I	Eastern Kayah
ele	I	Elepi
elh	I	El Hugeirat
eli	I	Nding
elk	I	Elkei
ell	I	Modern Greek (1453-)
elm	I	Eleme
elo	I	El Molo
elu	I	Elu
elx	I	Elamite
ema	I	Emai-Iuleha-Ora
emb	I	Embaloh
eme	I	Emerillon
emg	I	Eastern Meohang
emi	I	Mussau-Emira
emk	I	Eastern Maninkakan
emm	I	Mamulique
emn	I	Eman
emp	I	Northern Emberá
emq	I	Eastern Minyag
ems	I	Pacific Gulf Yupik
emu	I	Eastern Muria
emw	I	Emplawas
emx	I	Erromintxela
emy	I	Epigraphic Mayan
emz	I	Mbessa
ena	I	Apali
enb	I	Markweeta
enc	I	En
end	I	Ende
enf	I	Forest Enets
eng	I	English
enh	I	Tundra Enets
enl	I	Enlhet
enm	I	Middle English (1100-1500)
enn	I	Engenni
eno	I	Enggano
enq	I	Enga
enr	I	Emumu
enu	I	Enu
env	I	Enwan (Edo State)
enw	I	Enwan (Akwa Ibom State)
enx	I	Enxet
eot	I	Beti (Côte d'Ivoire)
epi	I	Epie
epo	I	Esperanto
era	I	Eravallan
erg	I	Sie
erh	I	Eruwa
eri	I	Ogea
erk	I	South Efate
ero	I	Horpa
err	I	Erre
ers	I	Ersu
ert	I	Eritai
erw	I	Erokwanas
ese	I	Ese Ejja
esg	I	Aheri Gondi
esh	I	Eshtehardi
esi	I	North Alaskan Inupiatun
esk	I	Northwest Alaska Inupiatun
esl	I	Egypt Sign Language
esm	I	Esuma
esn	I	Salvadoran Sign Language
eso	I	Estonian Sign Language
esq	I	Esselen
ess	I	Central Siberian Yupik
est	M	Estonian
esu	I	Central Yupik
esy	I	Eskayan
etb	I	Etebi
etc	I	Etchemin
eth	I	Ethiopian Sign Language
etn	I	Eton (Vanuatu)
eto	I	Eton (Cameroon)
etr	I	Edolo
ets	I	Yekhee
ett	I	Etruscan
etu	I	Ejagham
etx	I	Eten
etz	I	Semimi
eud	I	Eudeve
eus	I	Basque
eve	I	Even
evh	I	Uvbie
evn	I	Evenki
ewe	I	Ewe
ewo	I	Ewondo
ext	I	Extremaduran
eya	I	Eyak
eyo	I	Keiyo
eza	I	Ezaa
eze	I	Uzekwe
faa	I	Fasu
fab	I	Fa d'Ambu
fad	I	Wagi
faf	I	Fagani
fag	I	Finongan
fah	I	Baissa Fali
fai	I	Faiwol
faj	I	Faita
fak	I	Fang (Cameroon)
fal	I	South Fali
fam	I	Fam
fan	I	Fang (Equatorial Guinea)
fao	I	Faroese
fap	I	Paloor
far	I	Fataleka
fas	M	Persian
fat	I	Fanti
fau	I	Fayu
fax	I	Fala
fay	I	Southwestern Fars
faz	I	Northwestern Fars
fbl	I	West Albay Bikol
fcs	I	Quebec Sign Language
fer	I	Feroge
ffi	I	Foia Foia
ffm	I	Maasina Fulfulde
fgr	I	Fongoro
fia	I	Nobiin
fie	I	Fyer
fif	I	Faifi
fij	I	Fijian
fil	I	Filipino
fin	I	Finnish
fip	I	Fipa
fir	I	Firan
fit	I	Tornedalen Finnish
fiw	I	Fiwaga
fkk	I	Kirya-Konzəl
fkv	I	Kven Finnish
fla	I	Kalispel-Pend d'Oreille
flh	I	Foau
fli	I	Fali
fll	I	North Fali
fln	I	Flinders Island
flr	I	Fuliiru
fly	I	Flaaitaal
fmp	I	Fe'fe'
fmu	I	Far Western Muria
fnb	I	Fanbak
fng	I	Fanagalo
fni	I	Fania
fod	I	Foodo
foi	I	Foi
fom	I	Foma
fon	I	Fon
for	I	Fore
fos	I	Siraya
fpe	I	Fernando Po Creole English
fqs	I	Fas
fra	I	French
frc	I	Cajun French
frd	I	Fordata
frk	I	Frankish
frm	I	Middle French (ca. 1400-1600)
fro	I	Old French (842-ca. 1400)
frp	I	Arpitan
frq	I	Forak
frr	I	Northern Frisian
frs	I	Eastern Frisian
frt	I	Fortsenal
fry	I	Western Frisian
fse	I	Finnish Sign Language
fsl	I	French Sign Language
fss	I	Finland-Swedish Sign Language
fub	I	Adamawa Fulfulde
fuc	I	Pulaar
fud	I	East Futuna
fue	I	Borgu Fulfulde
fuf	I	Pular
fuh	I	Western Niger Fulfulde
fui	I	Bagirmi Fulfulde
fuj	I	Ko
ful	M	Fulah
fum	I	Fum
fun	I	Fulniô
fuq	I	Central-Eastern Niger Fulfulde
fur	I	Friulian
fut	I	Futuna-Aniwa
fuu	I	Furu
fuv	I	Nigerian Fulfulde
fuy	I	Fuyug
fvr	I	Fur
fwa	I	Fwâi
fwe	I	Fwe
gaa	I	Ga
gab	I	Gabri
gac	I	Mixed Great Andamanese
gad	I	Gaddang
gae	I	Guarequena
gaf	I	Gende
gag	I	Gagauz
gah	I	Alekano
gai	I	Borei
gaj	I	Gadsup
gak	I	Gamkonora
gal	I	Galolen
gam	I	Kandawo
gan	I	Gan Chinese
gao	I	Gants
gap	I	Gal
gaq	I	Gata'
gar	I	Galeya
gas	I	Adiwasi Garasia
gat	I	Kenati
gau	I	Mudhili Gadaba
gaw	I	Nobonob
gax	I	Borana-Arsi-Guji Oromo
gay	I	Gayo
gaz	I	West Central Oromo
gba	M	Gbaya (Central African Republic)
gbb	I	Kaytetye
gbd	I	Karajarri
gbe	I	Niksek
gbf	I	Gaikundi
gbg	I	Gbanziri
gbh	I	Defi Gbe
gbi	I	Galela
gbj	I	Bodo Gadaba
gbk	I	Gaddi
gbl	I	Gamit
gbm	I	Garhwali
gbn	I	Mo'da
gbo	I	Northern Grebo
gbp	I	Gbaya-Bossangoa
gbq	I	Gbaya-Bozoum
gbr	I	Gbagyi
gbs	I	Gbesi Gbe
gbu	I	Gagadu
gbv	I	Gbanu
gbw	I	Gabi-Gabi
gbx	I	Eastern Xwla Gbe
gby	I	Gbari
gbz	I	Zoroastrian Dari
gcc	I	Mali
gcd	I	Ganggalida
gce	I	Galice
gcf	I	Guadeloupean Creole French
gcl	I	Grenadian Creole English
gcn	I	Gaina
gcr	I	Guianese Creole French
gct	I	Colonia Tovar German
gda	I	Gade Lohar
gdb	I	Pottangi Ollar Gadaba
gdc	I	Gugu Badhun
gdd	I	Gedaged
gde	I	Gude
gdf	I	Guduf-Gava
gdg	I	Ga'dang
gdh	I	Gadjerawang
gdi	I	Gundi
gdj	I	Gurdjar
gdk	I	Gadang
gdl	I	Dirasha
gdm	I	Laal
gdn	I	Umanakaina
gdo	I	Ghodoberi
gdq	I	Mehri
gdr	I	Wipi
gds	I	Ghandruk Sign Language
gdt	I	Kungardutyi
gdu	I	Gudu
gdx	I	Godwari
gea	I	Geruma
geb	I	Kire
gec	I	Gboloo Grebo
ged	I	Gade
gef	I	Gerai
geg	I	Gengle
geh	I	Hutterite German
gei	I	Gebe
gej	I	Gen
gek	I	Ywom
gel	I	ut-Ma'in
geq	I	Geme
ges	I	Geser-Gorom
gev	I	Eviya
gew	I	Gera
gex	I	Garre
gey	I	Enya
gez	I	Geez
gfk	I	Patpatar
gft	I	Gafat
gga	I	Gao
ggb	I	Gbii
ggd	I	Gugadj
gge	I	Gurr-goni
ggg	I	Gurgula
ggk	I	Kungarakany
ggl	I	Ganglau
ggt	I	Gitua
ggu	I	Gagu
ggw	I	Gogodala
gha	I	Ghadamès
ghc	I	Hiberno-Scottish Gaelic
ghe	I	Southern Ghale
ghh	I	Northern Ghale
ghk	I	Geko Karen
ghl	I	Ghulfan
ghn	I	Ghanongga
gho	I	Ghomara
ghr	I	Ghera
ghs	I	Guhu-Samane
ght	I	Kuke
gia	I	Kija
gib	I	Gibanawa
gic	I	Gail
gid	I	Gidar
gie	I	Gaɓogbo
gig	I	Goaria
gih	I	Githabul
gii	I	Girirra
gil	I	Gilbertese
gim	I	Gimi (Eastern Highlands)
gin	I	Hinukh
gip	I	Gimi (West New Britain)
giq	I	Green Gelao
gir	I	Red Gelao
gis	I	North Giziga
git	I	Gitxsan
giu	I	Mulao
giw	I	White Gelao
gix	I	Gilima
giy	I	Giyug
giz	I	South Giziga
gjk	I	Kachi Koli
gjm	I	Gunditjmara
gjn	I	Gonja
gjr	I	Gurindji Kriol
gju	I	Gujari
gka	I	Guya
gkd	I	Magɨ (Madang Province)
gke	I	Ndai
gkn	I	Gokana
gko	I	Kok-Nar
gkp	I	Guinea Kpelle
gku	I	ǂUngkue
gla	I	Scottish Gaelic
glb	I	Belning
glc	I	Bon Gula
gld	I	Nanai
gle	I	Irish
glg	I	Galician
glh	I	Northwest Pashai
glj	I	Gula Iro
glk	I	Gilaki
gll	I	Garlali
glo	I	Galambu
glr	I	Glaro-Twabo
glu	I	Gula (Chad)
glv	I	Manx
glw	I	Glavda
gly	I	Gule
gma	I	Gambera
gmb	I	Gula'alaa
gmd	I	Mághdì
gmg	I	Magɨyi
gmh	I	Middle High German (ca. 1050-1500)
gml	I	Middle Low German
gmm	I	Gbaya-Mbodomo
gmn	I	Gimnime
gmr	I	Mirning
gmu	I	Gumalu
gmv	I	Gamo
gmx	I	Magoma
gmy	I	Mycenaean Greek
gmz	I	Mgbolizhia
gna	I	Kaansa
gnb	I	Gangte
gnc	I	Guanche
gnd	I	Zulgo-Gemzek
gne	I	Ganang
gng	I	Ngangam
gnh	I	Lere
gni	I	Gooniyandi
gnj	I	Ngen
gnk	I	ǁGana
gnl	I	Gangulu
gnm	I	Ginuman
gnn	I	Gumatj
gno	I	Northern Gondi
gnq	I	Gana
gnr	I	Gureng Gureng
gnt	I	Guntai
gnu	I	Gnau
gnw	I	Western Bolivian Guaraní
gnz	I	Ganzi
goa	I	Guro
gob	I	Playero
goc	I	Gorakor
god	I	Godié
goe	I	Gongduk
gof	I	Gofa
gog	I	Gogo
goh	I	Old High German (ca. 750-1050)
goi	I	Gobasi
goj	I	Gowlan
gok	I	Gowli
gol	I	Gola
gom	I	Goan Konkani
gon	M	Gondi
goo	I	Gone Dau
gop	I	Yeretuar
goq	I	Gorap
gor	I	Gorontalo
gos	I	Gronings
got	I	Gothic
gou	I	Gavar
gov	I	Goo
gow	I	Gorowa
gox	I	Gobu
goy	I	Goundo
goz	I	Gozarkhani
gpa	I	Gupa-Abawa
gpe	I	Ghanaian Pidgin English
gpn	I	Taiap
gqa	I	Ga'anda
gqi	I	Guiqiong
gqn	I	Guana (Brazil)
gqr	I	Gor
gqu	I	Qau
gra	I	Rajput Garasia
grb	M	Grebo
grc	I	Ancient Greek (to 1453)
grd	I	Guruntum-Mbaaru
grg	I	Madi
grh	I	Gbiri-Niragu
gri	I	Ghari
grj	I	Southern Grebo
grm	I	Kota Marudu Talantang
grn	M	Guarani
gro	I	Groma
grq	I	Gorovu
grr	I	Taznatit
grs	I	Gresi
grt	I	Garo
gru	I	Kistane
grv	I	Central Grebo
grw	I	Gweda
grx	I	Guriaso
gry	I	Barclayville Grebo
grz	I	Guramalum
gse	I	Ghanaian Sign Language
gsg	I	German Sign Language
gsl	I	Gusilay
gsm	I	Guatemalan Sign Language
gsn	I	Nema
gso	I	Southwest Gbaya
gsp	I	Wasembo
gss	I	Greek Sign Language
gsw	I	Swiss German
gta	I	Guató
gtu	I	Aghu-Tharnggala
gua	I	Shiki
gub	I	Guajajára
guc	I	Wayuu
gud	I	Yocoboué Dida
gue	I	Gurindji
guf	I	Gupapuyngu
gug	I	Paraguayan Guaraní
guh	I	Guahibo
gui	I	Eastern Bolivian Guaraní
guj	I	Gujarati
guk	I	Gumuz
gul	I	Sea Island Creole English
gum	I	Guambiano
gun	I	Mbyá Guaraní
guo	I	Guayabero
gup	I	Gunwinggu
guq	I	Aché
gur	I	Farefare
gus	I	Guinean Sign Language
gut	I	Maléku Jaíka
guu	I	Yanomamö
guw	I	Gun
gux	I	Gourmanchéma
guz	I	Gusii
gva	I	Guana (Paraguay)
gvc	I	Guanano
gve	I	Duwet
gvf	I	Golin
gvj	I	Guajá
gvl	I	Gulay
gvm	I	Gurmana
gvn	I	Kuku-Yalanji
